ManufacturerName,CountryName,Date,TotalVaccinations
Sputnik V,Argentina,2021-06-21,8880373
Oxford/AstraZeneca,Argentina,2021-06-22,6576265
Pfizer/BioNTech,Argentina,2021-06-22,48
Sinopharm/Beijing,Argentina,2021-06-22,3790127
Sputnik V,Argentina,2021-06-22,8934835
Oxford/AstraZeneca,Argentina,2021-06-23,6770159
Sinopharm/Beijing,Argentina,2021-06-23,3814479
Sputnik V,Argentina,2021-06-23,8979841
Oxford/AstraZeneca,Argentina,2021-06-24,6945336
Sinopharm/Beijing,Argentina,2021-06-24,3887654
Sputnik V,Argentina,2021-06-24,9036092
CanSino,Argentina,2021-06-25,12
Moderna,Argentina,2021-06-25,18
Oxford/AstraZeneca,Argentina,2021-06-25,7165000
Pfizer/BioNTech,Argentina,2021-06-25,50
Sinopharm/Beijing,Argentina,2021-06-25,3997544
Sputnik V,Argentina,2021-06-25,9083436
Oxford/AstraZeneca,Argentina,2021-06-26,7358283
Sinopharm/Beijing,Argentina,2021-06-26,4089367
Sputnik V,Argentina,2021-06-26,9114712
Oxford/AstraZeneca,Argentina,2021-06-27,7457541
Sinopharm/Beijing,Argentina,2021-06-27,4147242
Sputnik V,Argentina,2021-06-27,9133869
Oxford/AstraZeneca,Argentina,2021-06-28,7623386
Sinopharm/Beijing,Argentina,2021-06-28,4326726
Sputnik V,Argentina,2021-06-28,9161717
Oxford/AstraZeneca,Argentina,2021-06-29,7801007
Sinopharm/Beijing,Argentina,2021-06-29,4499611
Sputnik V,Argentina,2021-06-29,9185767
Oxford/AstraZeneca,Argentina,2021-06-30,8008499
Pfizer/BioNTech,Argentina,2021-06-30,51
Sinopharm/Beijing,Argentina,2021-06-30,4650309
Sputnik V,Argentina,2021-06-30,9203455
Oxford/AstraZeneca,Argentina,2021-07-01,8322086
Sinopharm/Beijing,Argentina,2021-07-01,4753305
Sputnik V,Argentina,2021-07-01,9219240
CanSino,Argentina,2021-07-02,13
Oxford/AstraZeneca,Argentina,2021-07-02,8589631
Sinopharm/Beijing,Argentina,2021-07-02,4866285
Sputnik V,Argentina,2021-07-02,9254466
Oxford/AstraZeneca,Argentina,2021-07-03,8753534
Pfizer/BioNTech,Argentina,2021-07-03,53
Sinopharm/Beijing,Argentina,2021-07-03,4939488
Sputnik V,Argentina,2021-07-03,9354090
Oxford/AstraZeneca,Argentina,2021-07-04,8869500
Pfizer/BioNTech,Argentina,2021-07-04,54
Sinopharm/Beijing,Argentina,2021-07-04,4996688
Sputnik V,Argentina,2021-07-04,9377496
Oxford/AstraZeneca,Argentina,2021-07-05,9129722
Sinopharm/Beijing,Argentina,2021-07-05,5056806
Sputnik V,Argentina,2021-07-05,9467196
Oxford/AstraZeneca,Argentina,2021-07-06,9366547
Pfizer/BioNTech,Argentina,2021-07-06,55
Sinopharm/Beijing,Argentina,2021-07-06,5118616
Sputnik V,Argentina,2021-07-06,9585590
Oxford/AstraZeneca,Argentina,2021-07-07,9593505
Sinopharm/Beijing,Argentina,2021-07-07,5165599
Sputnik V,Argentina,2021-07-07,9716201
Moderna,Argentina,2021-07-08,19
Oxford/AstraZeneca,Argentina,2021-07-08,9726072
Sinopharm/Beijing,Argentina,2021-07-08,5274064
Sputnik V,Argentina,2021-07-08,9885830
Moderna,Argentina,2021-07-09,21
Oxford/AstraZeneca,Argentina,2021-07-09,9789301
Sinopharm/Beijing,Argentina,2021-07-09,5386135
Sputnik V,Argentina,2021-07-09,10068229
Moderna,Argentina,2021-07-10,25
Oxford/AstraZeneca,Argentina,2021-07-10,9861211
Sinopharm/Beijing,Argentina,2021-07-10,5545767
Sputnik V,Argentina,2021-07-10,10168759
Moderna,Argentina,2021-07-11,27
Oxford/AstraZeneca,Argentina,2021-07-11,9912774
Sinopharm/Beijing,Argentina,2021-07-11,5610634
Sputnik V,Argentina,2021-07-11,10217888
Oxford/AstraZeneca,Argentina,2021-07-12,10000513
Sinopharm/Beijing,Argentina,2021-07-12,5788393
Sputnik V,Argentina,2021-07-12,10339727
Oxford/AstraZeneca,Argentina,2021-07-13,10080415
Pfizer/BioNTech,Argentina,2021-07-13,56
Sinopharm/Beijing,Argentina,2021-07-13,5959482
Sputnik V,Argentina,2021-07-13,10482459
Oxford/AstraZeneca,Argentina,2021-07-14,10149430
Pfizer/BioNTech,Argentina,2021-07-14,57
Sinopharm/Beijing,Argentina,2021-07-14,6160015
Sputnik V,Argentina,2021-07-14,10611416
Oxford/AstraZeneca,Argentina,2021-07-15,10211557
Pfizer/BioNTech,Argentina,2021-07-15,58
Sinopharm/Beijing,Argentina,2021-07-15,6374842
Sputnik V,Argentina,2021-07-15,10734579
Oxford/AstraZeneca,Argentina,2021-07-16,10264449
Sinopharm/Beijing,Argentina,2021-07-16,6634888
Sputnik V,Argentina,2021-07-16,10878164
Oxford/AstraZeneca,Argentina,2021-07-17,10304860
Sinopharm/Beijing,Argentina,2021-07-17,6809339
Sputnik V,Argentina,2021-07-17,10986050
Oxford/AstraZeneca,Argentina,2021-07-18,10347081
Sinopharm/Beijing,Argentina,2021-07-18,6897044
Sputnik V,Argentina,2021-07-18,11024396
Moderna,Argentina,2021-07-19,28
Oxford/AstraZeneca,Argentina,2021-07-19,10428383
Pfizer/BioNTech,Argentina,2021-07-19,59
Sinopharm/Beijing,Argentina,2021-07-19,7163257
Sputnik V,Argentina,2021-07-19,11095767
CanSino,Argentina,2021-07-20,15
Moderna,Argentina,2021-07-20,40
Oxford/AstraZeneca,Argentina,2021-07-20,10497420
Sinopharm/Beijing,Argentina,2021-07-20,7356298
Sputnik V,Argentina,2021-07-20,11282481
Moderna,Argentina,2021-07-21,47
Oxford/AstraZeneca,Argentina,2021-07-21,10564097
Sinopharm/Beijing,Argentina,2021-07-21,7620660
Sputnik V,Argentina,2021-07-21,11371581
Moderna,Argentina,2021-07-22,49
Oxford/AstraZeneca,Argentina,2021-07-22,10625788
Sinopharm/Beijing,Argentina,2021-07-22,7905029
Sputnik V,Argentina,2021-07-22,11413971
Moderna,Argentina,2021-07-23,52
Oxford/AstraZeneca,Argentina,2021-07-23,10700620
Sinopharm/Beijing,Argentina,2021-07-23,8212140
Sputnik V,Argentina,2021-07-23,11440927
Moderna,Argentina,2021-07-24,54
Oxford/AstraZeneca,Argentina,2021-07-24,10761586
Sinopharm/Beijing,Argentina,2021-07-24,8371723
Sputnik V,Argentina,2021-07-24,11458107
Moderna,Argentina,2021-07-25,71
Oxford/AstraZeneca,Argentina,2021-07-25,10773214
Sinopharm/Beijing,Argentina,2021-07-25,8485250
Sputnik V,Argentina,2021-07-25,11466864
Moderna,Argentina,2021-07-26,75
Oxford/AstraZeneca,Argentina,2021-07-26,10876836
Sinopharm/Beijing,Argentina,2021-07-26,8762574
Sputnik V,Argentina,2021-07-26,11493746
Moderna,Argentina,2021-07-27,102
Oxford/AstraZeneca,Argentina,2021-07-27,11047507
Sinopharm/Beijing,Argentina,2021-07-27,9004932
Sputnik V,Argentina,2021-07-27,11509127
Moderna,Argentina,2021-07-28,134
Oxford/AstraZeneca,Argentina,2021-07-28,11206894
Sinopharm/Beijing,Argentina,2021-07-28,9290138
Sputnik V,Argentina,2021-07-28,11524745
Moderna,Argentina,2021-07-29,149
Oxford/AstraZeneca,Argentina,2021-07-29,11325793
Sinopharm/Beijing,Argentina,2021-07-29,9580257
Sputnik V,Argentina,2021-07-29,11540954
Moderna,Argentina,2021-07-30,284
Oxford/AstraZeneca,Argentina,2021-07-30,11437559
Sinopharm/Beijing,Argentina,2021-07-30,9881473
Sputnik V,Argentina,2021-07-30,11555129
Moderna,Argentina,2021-07-31,1980
Oxford/AstraZeneca,Argentina,2021-07-31,11499221
Sinopharm/Beijing,Argentina,2021-07-31,10085549
Sputnik V,Argentina,2021-07-31,11562616
Moderna,Argentina,2021-08-01,2257
Oxford/AstraZeneca,Argentina,2021-08-01,11528671
Pfizer/BioNTech,Argentina,2021-08-01,60
Sinopharm/Beijing,Argentina,2021-08-01,10216880
Sputnik V,Argentina,2021-08-01,11569034
Moderna,Argentina,2021-08-02,5958
Oxford/AstraZeneca,Argentina,2021-08-02,11616816
Pfizer/BioNTech,Argentina,2021-08-02,61
Sinopharm/Beijing,Argentina,2021-08-02,10530209
Sputnik V,Argentina,2021-08-02,11581258
Moderna,Argentina,2021-08-03,55657
Oxford/AstraZeneca,Argentina,2021-08-03,11750698
Sinopharm/Beijing,Argentina,2021-08-03,10742896
Sputnik V,Argentina,2021-08-03,11593328
CanSino,Argentina,2021-08-04,17
Moderna,Argentina,2021-08-04,77216
Oxford/AstraZeneca,Argentina,2021-08-04,11893442
Sinopharm/Beijing,Argentina,2021-08-04,10983819
Sputnik V,Argentina,2021-08-04,11605798
Moderna,Argentina,2021-08-05,95919
Oxford/AstraZeneca,Argentina,2021-08-05,12061984
Sinopharm/Beijing,Argentina,2021-08-05,11212953
Sputnik V,Argentina,2021-08-05,11620081
CanSino,Argentina,2021-08-06,18
Moderna,Argentina,2021-08-06,117113
Oxford/AstraZeneca,Argentina,2021-08-06,12217093
Pfizer/BioNTech,Argentina,2021-08-06,62
Sinopharm/Beijing,Argentina,2021-08-06,11443364
Sputnik V,Argentina,2021-08-06,11627619
Moderna,Argentina,2021-08-07,158871
Oxford/AstraZeneca,Argentina,2021-08-07,12299080
Pfizer/BioNTech,Argentina,2021-08-07,63
Sinopharm/Beijing,Argentina,2021-08-07,11592287
Sputnik V,Argentina,2021-08-07,11633271
Moderna,Argentina,2021-08-08,197922
Oxford/AstraZeneca,Argentina,2021-08-08,12321514
Pfizer/BioNTech,Argentina,2021-08-08,64
Sinopharm/Beijing,Argentina,2021-08-08,11689281
Sputnik V,Argentina,2021-08-08,11636573
Moderna,Argentina,2021-08-09,368841
Oxford/AstraZeneca,Argentina,2021-08-09,12437379
Pfizer/BioNTech,Argentina,2021-08-09,65
Sinopharm/Beijing,Argentina,2021-08-09,11783374
Sputnik V,Argentina,2021-08-09,11646986
Moderna,Argentina,2021-08-10,533471
Oxford/AstraZeneca,Argentina,2021-08-10,12546648
Sinopharm/Beijing,Argentina,2021-08-10,11871447
Sputnik V,Argentina,2021-08-10,11655769
Moderna,Argentina,2021-08-11,714295
Oxford/AstraZeneca,Argentina,2021-08-11,12687198
Pfizer/BioNTech,Argentina,2021-08-11,66
Sinopharm/Beijing,Argentina,2021-08-11,11953477
Sputnik V,Argentina,2021-08-11,11665334
CanSino,Argentina,2021-08-12,19
Moderna,Argentina,2021-08-12,851796
Oxford/AstraZeneca,Argentina,2021-08-12,12824500
Pfizer/BioNTech,Argentina,2021-08-12,68
Sinopharm/Beijing,Argentina,2021-08-12,12046475
Sputnik V,Argentina,2021-08-12,11690258
Moderna,Argentina,2021-08-13,957795
Oxford/AstraZeneca,Argentina,2021-08-13,12946237
Sinopharm/Beijing,Argentina,2021-08-13,12142323
Sputnik V,Argentina,2021-08-13,11783713
Moderna,Argentina,2021-08-14,1034243
Oxford/AstraZeneca,Argentina,2021-08-14,13035379
Sinopharm/Beijing,Argentina,2021-08-14,12177489
Sputnik V,Argentina,2021-08-14,11839680
Moderna,Argentina,2021-08-15,1073011
Oxford/AstraZeneca,Argentina,2021-08-15,13123104
Sinopharm/Beijing,Argentina,2021-08-15,12192040
Sputnik V,Argentina,2021-08-15,11861380
Moderna,Argentina,2021-08-16,1148465
Oxford/AstraZeneca,Argentina,2021-08-16,13151815
Sinopharm/Beijing,Argentina,2021-08-16,12209659
Sputnik V,Argentina,2021-08-16,11930721
Moderna,Argentina,2021-08-17,1309471
Oxford/AstraZeneca,Argentina,2021-08-17,13218699
Pfizer/BioNTech,Argentina,2021-08-17,69
Sinopharm/Beijing,Argentina,2021-08-17,12282161
Sputnik V,Argentina,2021-08-17,12070307
Moderna,Argentina,2021-08-18,1468778
Oxford/AstraZeneca,Argentina,2021-08-18,13292858
Sinopharm/Beijing,Argentina,2021-08-18,12360424
Sputnik V,Argentina,2021-08-18,12194113
Moderna,Argentina,2021-08-19,1576863
Oxford/AstraZeneca,Argentina,2021-08-19,13405854
Sinopharm/Beijing,Argentina,2021-08-19,12425010
Sputnik V,Argentina,2021-08-19,12334768
Moderna,Argentina,2021-08-20,1655250
Oxford/AstraZeneca,Argentina,2021-08-20,13556821
Pfizer/BioNTech,Argentina,2021-08-20,70
Sinopharm/Beijing,Argentina,2021-08-20,12488236
Sputnik V,Argentina,2021-08-20,12479111
Moderna,Argentina,2021-08-21,1678325
Oxford/AstraZeneca,Argentina,2021-08-21,13682595
Sinopharm/Beijing,Argentina,2021-08-21,12522583
Sputnik V,Argentina,2021-08-21,12553307
Moderna,Argentina,2021-08-22,1690193
Oxford/AstraZeneca,Argentina,2021-08-22,13769718
Pfizer/BioNTech,Argentina,2021-08-22,71
Sinopharm/Beijing,Argentina,2021-08-22,12563261
Sputnik V,Argentina,2021-08-22,12583760
Moderna,Argentina,2021-08-23,1731400
Oxford/AstraZeneca,Argentina,2021-08-23,13900687
Sinopharm/Beijing,Argentina,2021-08-23,12705521
Sputnik V,Argentina,2021-08-23,12678192
Moderna,Argentina,2021-08-24,1768883
Oxford/AstraZeneca,Argentina,2021-08-24,14048738
Sinopharm/Beijing,Argentina,2021-08-24,12893994
Sputnik V,Argentina,2021-08-24,12753431
Moderna,Argentina,2021-08-25,1798735
Oxford/AstraZeneca,Argentina,2021-08-25,14211599
Pfizer/BioNTech,Argentina,2021-08-25,72
Sinopharm/Beijing,Argentina,2021-08-25,13071919
Sputnik V,Argentina,2021-08-25,12809615
Moderna,Argentina,2021-08-26,1869300
Oxford/AstraZeneca,Argentina,2021-08-26,14361693
Pfizer/BioNTech,Argentina,2021-08-26,73
Sinopharm/Beijing,Argentina,2021-08-26,13240767
Sputnik V,Argentina,2021-08-26,12863097
Moderna,Argentina,2021-08-27,1927993
Oxford/AstraZeneca,Argentina,2021-08-27,14507838
Sinopharm/Beijing,Argentina,2021-08-27,13459459
Sputnik V,Argentina,2021-08-27,12907583
Moderna,Argentina,2021-08-28,1965351
Oxford/AstraZeneca,Argentina,2021-08-28,14561554
Sinopharm/Beijing,Argentina,2021-08-28,13590614
Sputnik V,Argentina,2021-08-28,12929175
Moderna,Argentina,2021-08-29,1985348
Oxford/AstraZeneca,Argentina,2021-08-29,14595095
Sinopharm/Beijing,Argentina,2021-08-29,13673542
Sputnik V,Argentina,2021-08-29,12961686
Moderna,Argentina,2021-08-30,2034620
Oxford/AstraZeneca,Argentina,2021-08-30,14717824
Pfizer/BioNTech,Argentina,2021-08-30,74
Sinopharm/Beijing,Argentina,2021-08-30,13833775
Sputnik V,Argentina,2021-08-30,13047771
Moderna,Argentina,2021-08-31,2101246
Oxford/AstraZeneca,Argentina,2021-08-31,14839084
Sinopharm/Beijing,Argentina,2021-08-31,13971584
Sputnik V,Argentina,2021-08-31,13183551
Moderna,Argentina,2021-09-01,2174292
Oxford/AstraZeneca,Argentina,2021-09-01,14949984
Sinopharm/Beijing,Argentina,2021-09-01,14123489
Sputnik V,Argentina,2021-09-01,13304039
Moderna,Argentina,2021-09-02,2237754
Oxford/AstraZeneca,Argentina,2021-09-02,15030709
Sinopharm/Beijing,Argentina,2021-09-02,14321069
Sputnik V,Argentina,2021-09-02,13410826
Moderna,Argentina,2021-09-03,2300044
Oxford/AstraZeneca,Argentina,2021-09-03,15111980
Sinopharm/Beijing,Argentina,2021-09-03,14519265
Sputnik V,Argentina,2021-09-03,13504172
Moderna,Argentina,2021-09-04,2336532
Oxford/AstraZeneca,Argentina,2021-09-04,15170903
Sinopharm/Beijing,Argentina,2021-09-04,14651881
Sputnik V,Argentina,2021-09-04,13572470
Moderna,Argentina,2021-09-05,2353993
Oxford/AstraZeneca,Argentina,2021-09-05,15232137
Sinopharm/Beijing,Argentina,2021-09-05,14728369
Sputnik V,Argentina,2021-09-05,13614246
Moderna,Argentina,2021-09-06,2406989
Oxford/AstraZeneca,Argentina,2021-09-06,15395451
Sinopharm/Beijing,Argentina,2021-09-06,14874519
Sputnik V,Argentina,2021-09-06,13693901
CanSino,Argentina,2021-09-07,67
Moderna,Argentina,2021-09-07,2457575
Oxford/AstraZeneca,Argentina,2021-09-07,15580098
Sinopharm/Beijing,Argentina,2021-09-07,15019636
Sputnik V,Argentina,2021-09-07,13777660
CanSino,Argentina,2021-09-08,107
Moderna,Argentina,2021-09-08,2497460
Oxford/AstraZeneca,Argentina,2021-09-08,15721416
Pfizer/BioNTech,Argentina,2021-09-08,77
Sinopharm/Beijing,Argentina,2021-09-08,15137282
Sputnik V,Argentina,2021-09-08,13852973
CanSino,Argentina,2021-09-09,114
Moderna,Argentina,2021-09-09,2531523
Oxford/AstraZeneca,Argentina,2021-09-09,15859656
Pfizer/BioNTech,Argentina,2021-09-09,78
Sinopharm/Beijing,Argentina,2021-09-09,15270615
Sputnik V,Argentina,2021-09-09,13945584
CanSino,Argentina,2021-09-10,118
Moderna,Argentina,2021-09-10,2566028
Oxford/AstraZeneca,Argentina,2021-09-10,15950933
Sinopharm/Beijing,Argentina,2021-09-10,15414803
Sputnik V,Argentina,2021-09-10,14018652
CanSino,Argentina,2021-09-11,393
Moderna,Argentina,2021-09-11,2578115
Oxford/AstraZeneca,Argentina,2021-09-11,16072568
Pfizer/BioNTech,Argentina,2021-09-11,79
Sinopharm/Beijing,Argentina,2021-09-11,15449817
Sputnik V,Argentina,2021-09-11,14048557
CanSino,Argentina,2021-09-12,766
Moderna,Argentina,2021-09-12,2579036
Oxford/AstraZeneca,Argentina,2021-09-12,16076816
Pfizer/BioNTech,Argentina,2021-09-12,81
Sinopharm/Beijing,Argentina,2021-09-12,15453189
Sputnik V,Argentina,2021-09-12,14049461
CanSino,Argentina,2021-09-13,14924
Moderna,Argentina,2021-09-13,2603670
Oxford/AstraZeneca,Argentina,2021-09-13,16243724
Pfizer/BioNTech,Argentina,2021-09-13,82
Sinopharm/Beijing,Argentina,2021-09-13,15512170
Sputnik V,Argentina,2021-09-13,14087733
CanSino,Argentina,2021-09-14,16124
Moderna,Argentina,2021-09-14,2651126
Oxford/AstraZeneca,Argentina,2021-09-14,16369615
Pfizer/BioNTech,Argentina,2021-09-14,219
Sinopharm/Beijing,Argentina,2021-09-14,15572726
Sputnik V,Argentina,2021-09-14,14132462
CanSino,Argentina,2021-09-15,17254
Moderna,Argentina,2021-09-15,2690349
Oxford/AstraZeneca,Argentina,2021-09-15,16416033
Pfizer/BioNTech,Argentina,2021-09-15,289
Sinopharm/Beijing,Argentina,2021-09-15,15627143
Sputnik V,Argentina,2021-09-15,14321912
CanSino,Argentina,2021-09-16,18580
Moderna,Argentina,2021-09-16,2720485
Oxford/AstraZeneca,Argentina,2021-09-16,16596102
Pfizer/BioNTech,Argentina,2021-09-16,4962
Sinopharm/Beijing,Argentina,2021-09-16,15676784
Sputnik V,Argentina,2021-09-16,14417678
CanSino,Argentina,2021-09-17,27169
Moderna,Argentina,2021-09-17,2741366
Oxford/AstraZeneca,Argentina,2021-09-17,16709468
Pfizer/BioNTech,Argentina,2021-09-17,10121
Sinopharm/Beijing,Argentina,2021-09-17,15769820
Sputnik V,Argentina,2021-09-17,14540532
CanSino,Argentina,2021-09-18,27642
Moderna,Argentina,2021-09-18,2755368
Oxford/AstraZeneca,Argentina,2021-09-18,16736661
Pfizer/BioNTech,Argentina,2021-09-18,18504
Sinopharm/Beijing,Argentina,2021-09-18,15814501
Sputnik V,Argentina,2021-09-18,14667290
CanSino,Argentina,2021-09-19,27686
Moderna,Argentina,2021-09-19,2774171
Oxford/AstraZeneca,Argentina,2021-09-19,16806684
Pfizer/BioNTech,Argentina,2021-09-19,19505
Sinopharm/Beijing,Argentina,2021-09-19,15846225
Sputnik V,Argentina,2021-09-19,14683489
CanSino,Argentina,2021-09-20,30182
Moderna,Argentina,2021-09-20,2794080
Oxford/AstraZeneca,Argentina,2021-09-20,16857534
Pfizer/BioNTech,Argentina,2021-09-20,21915
Sinopharm/Beijing,Argentina,2021-09-20,15900554
Sputnik V,Argentina,2021-09-20,14899884
CanSino,Argentina,2021-09-21,32679
Moderna,Argentina,2021-09-21,2804754
Oxford/AstraZeneca,Argentina,2021-09-21,16893777
Pfizer/BioNTech,Argentina,2021-09-21,23200
Sinopharm/Beijing,Argentina,2021-09-21,15970345
Sputnik V,Argentina,2021-09-21,15089179
CanSino,Argentina,2021-09-22,35968
Moderna,Argentina,2021-09-22,2833479
Oxford/AstraZeneca,Argentina,2021-09-22,17050998
Pfizer/BioNTech,Argentina,2021-09-22,26364
Sinopharm/Beijing,Argentina,2021-09-22,16051163
Sputnik V,Argentina,2021-09-22,15144918
CanSino,Argentina,2021-09-23,39844
Moderna,Argentina,2021-09-23,2913253
Oxford/AstraZeneca,Argentina,2021-09-23,17087720
Pfizer/BioNTech,Argentina,2021-09-23,103898
Sinopharm/Beijing,Argentina,2021-09-23,16123843
Sputnik V,Argentina,2021-09-23,15186580
CanSino,Argentina,2021-09-24,44135
Moderna,Argentina,2021-09-24,2933654
Oxford/AstraZeneca,Argentina,2021-09-24,17212617
Pfizer/BioNTech,Argentina,2021-09-24,128956
Sinopharm/Beijing,Argentina,2021-09-24,16177673
Sputnik V,Argentina,2021-09-24,15219632
CanSino,Argentina,2021-09-25,46654
Moderna,Argentina,2021-09-25,2941263
Oxford/AstraZeneca,Argentina,2021-09-25,17236478
Pfizer/BioNTech,Argentina,2021-09-25,135462
Sinopharm/Beijing,Argentina,2021-09-25,16245195
Sputnik V,Argentina,2021-09-25,15239949
CanSino,Argentina,2021-09-26,47274
Moderna,Argentina,2021-09-26,2946177
Oxford/AstraZeneca,Argentina,2021-09-26,17276895
Pfizer/BioNTech,Argentina,2021-09-26,136794
Sinopharm/Beijing,Argentina,2021-09-26,16279619
Sputnik V,Argentina,2021-09-26,15246324
CanSino,Argentina,2021-09-27,52907
Moderna,Argentina,2021-09-27,2969552
Oxford/AstraZeneca,Argentina,2021-09-27,17381427
Pfizer/BioNTech,Argentina,2021-09-27,144168
Sinopharm/Beijing,Argentina,2021-09-27,16383442
Sputnik V,Argentina,2021-09-27,15284418
CanSino,Argentina,2021-09-28,58224
Moderna,Argentina,2021-09-28,2993449
Oxford/AstraZeneca,Argentina,2021-09-28,17482345
Pfizer/BioNTech,Argentina,2021-09-28,151402
Sinopharm/Beijing,Argentina,2021-09-28,16485526
Sputnik V,Argentina,2021-09-28,15346149
CanSino,Argentina,2021-09-29,62143
Moderna,Argentina,2021-09-29,3015061
Oxford/AstraZeneca,Argentina,2021-09-29,17553593
Pfizer/BioNTech,Argentina,2021-09-29,161095
Sinopharm/Beijing,Argentina,2021-09-29,16569953
Sputnik V,Argentina,2021-09-29,15411034
CanSino,Argentina,2021-09-30,65388
Moderna,Argentina,2021-09-30,3032844
Oxford/AstraZeneca,Argentina,2021-09-30,17633816
Pfizer/BioNTech,Argentina,2021-09-30,187586
Sinopharm/Beijing,Argentina,2021-09-30,16651126
Sputnik V,Argentina,2021-09-30,15539073
CanSino,Argentina,2021-10-01,69169
Moderna,Argentina,2021-10-01,3050061
Oxford/AstraZeneca,Argentina,2021-10-01,17775865
Pfizer/BioNTech,Argentina,2021-10-01,209605
Sinopharm/Beijing,Argentina,2021-10-01,16698937
Sputnik V,Argentina,2021-10-01,15610748
CanSino,Argentina,2021-10-02,70327
Moderna,Argentina,2021-10-02,3055482
Oxford/AstraZeneca,Argentina,2021-10-02,17877260
Pfizer/BioNTech,Argentina,2021-10-02,218110
Sinopharm/Beijing,Argentina,2021-10-02,16719316
Sputnik V,Argentina,2021-10-02,15653111
CanSino,Argentina,2021-10-03,70494
Moderna,Argentina,2021-10-03,3058945
Oxford/AstraZeneca,Argentina,2021-10-03,17943650
Pfizer/BioNTech,Argentina,2021-10-03,224283
Sinopharm/Beijing,Argentina,2021-10-03,16726599
Sputnik V,Argentina,2021-10-03,15678241
CanSino,Argentina,2021-10-04,73265
Moderna,Argentina,2021-10-04,3072538
Oxford/AstraZeneca,Argentina,2021-10-04,18002827
Pfizer/BioNTech,Argentina,2021-10-04,240331
Sinopharm/Beijing,Argentina,2021-10-04,16809947
Sputnik V,Argentina,2021-10-04,15733617
CanSino,Argentina,2021-10-05,76908
Moderna,Argentina,2021-10-05,3088800
Oxford/AstraZeneca,Argentina,2021-10-05,18067035
Pfizer/BioNTech,Argentina,2021-10-05,304039
Sinopharm/Beijing,Argentina,2021-10-05,16849349
Sputnik V,Argentina,2021-10-05,15813370
CanSino,Argentina,2021-10-06,80838
Moderna,Argentina,2021-10-06,3100408
Oxford/AstraZeneca,Argentina,2021-10-06,18151510
Pfizer/BioNTech,Argentina,2021-10-06,328303
Sinopharm/Beijing,Argentina,2021-10-06,16889663
Sputnik V,Argentina,2021-10-06,15896770
CanSino,Argentina,2021-10-07,83535
Moderna,Argentina,2021-10-07,3130672
Oxford/AstraZeneca,Argentina,2021-10-07,18251617
Pfizer/BioNTech,Argentina,2021-10-07,372921
Sinopharm/Beijing,Argentina,2021-10-07,16925883
Sputnik V,Argentina,2021-10-07,15947880
CanSino,Argentina,2021-10-08,84445
Moderna,Argentina,2021-10-08,3136230
Oxford/AstraZeneca,Argentina,2021-10-08,18302852
Pfizer/BioNTech,Argentina,2021-10-08,387908
Sinopharm/Beijing,Argentina,2021-10-08,16939636
Sputnik V,Argentina,2021-10-08,15982896
CanSino,Argentina,2021-10-09,85262
Moderna,Argentina,2021-10-09,3141515
Oxford/AstraZeneca,Argentina,2021-10-09,18344915
Pfizer/BioNTech,Argentina,2021-10-09,391801
Sinopharm/Beijing,Argentina,2021-10-09,16960726
